r,g,b
222,198,172
223,199,175
223,201,176
223,203,178
224,202,176
227,203,176
226,202,174
228,204,176
225,201,174
225,202,178
224,203,178
225,202,178
222,198,174
220,196,172
222,198,169
220,195,166
220,196,168
219,196,166
216,191,161
218,193,163
220,195,165
221,197,168
221,197,169
220,196,166
222,199,169
220,196,166
219,195,164
221,197,167
225,204,173
214,196,176
213,193,176
210,190,169
212,191,173
211,190,167
210,187,163
207,183,156
208,184,158
206,184,159
206,186,156
202,174,142
201,176,146
181,160,133
135,117,101
82,71,63
67,55,50
124,97,78
126,98,77
128,101,80
131,104,83
129,103,83
122,95,78
125,97,80
127,99,81
129,102,81
134,106,84
140,108,87
146,112,88
146,110,88
140,103,81
142,105,83
145,108,85
145,107,84
145,108,82
159,119,90
162,122,94
160,122,93
156,120,93
142,106,83
147,111,85
158,123,90
167,127,94
177,134,100
179,136,101
174,135,98
105,83,70
68,53,51
63,45,45
61,40,42
40,29,34
30,23,31
27,21,30
33,26,37
30,23,32
18,11,20
17,11,24
24,18,31
24,18,31
28,22,29
47,37,45
49,38,43
32,24,31
64,51,52
131,109,95
205,180,152
211,185,156
213,188,157
218,193,163
220,195,165
221,196,167
221,197,169
221,197,170
221,198,172
224,202,178
222,202,177
222,202,177
224,203,177
225,202,174
225,201,174
227,203,177
225,201,173
223,199,173
225,202,178
224,201,176
223,203,178
224,201,177
223,199,175
221,198,171
222,198,171
219,195,167
219,195,168
218,195,168
218,195,168
220,196,169
221,197,170
222,198,169
221,197,168
219,196,164
219,195,165
221,198,167
223,201,170
226,205,175
215,194,170
210,189,165
210,190,166
211,190,171
211,191,168
209,189,165
208,185,161
207,183,154
207,183,155
207,183,153
206,182,151
205,184,155
171,149,131
125,109,94
57,45,46
64,53,51
109,84,71
141,110,88
136,106,85
125,99,79
123,97,79
125,98,79
134,104,83
133,103,83
138,107,87
134,102,82
131,94,76
141,104,84
139,106,85
144,107,88
149,113,90
145,108,85
137,101,79
135,99,77
138,104,81
147,113,87
155,120,92
158,123,93
156,121,93
153,116,89
162,128,94
169,130,95
173,132,96
178,137,101
177,138,101
103,83,68
65,46,44
45,31,35
53,36,38
55,36,39
47,34,39
34,26,37
29,23,36
26,20,32
26,20,32
20,13,28
22,15,26
27,20,28
19,14,21
25,17,25
34,26,34
49,38,43
45,34,38
112,93,84
207,182,152
212,187,157
211,187,154
216,191,160
220,195,165
217,192,162
220,196,166
223,201,175
224,204,179
222,202,178
222,202,177
223,203,177
227,207,180
226,205,175
224,200,172
225,201,174
224,200,176
224,200,176
224,204,179
225,205,181
221,201,177
223,203,178
223,203,180
223,199,175
221,201,177
219,195,167
222,198,173
222,201,176
221,200,176
222,198,171
224,200,175
225,201,175
224,200,172
221,196,169
221,197,168
221,199,168
222,202,171
224,205,175
212,192,167
210,187,163
211,187,164
212,190,171
213,192,173
210,190,167
208,186,162
207,183,155
207,183,153
207,181,152
209,185,157
208,185,155
205,181,151
186,160,133
157,136,121
154,133,114
90,69,58
138,106,86
137,107,86
133,107,85
131,104,81
123,96,77
120,93,76
125,97,79
142,114,92
145,115,92
145,112,91
147,112,89
136,103,84
112,86,71
113,86,71
116,89,74
126,99,78
149,117,90
166,132,100
170,134,101
172,137,105
170,137,102
174,139,103
166,129,94
171,129,94
186,139,99
181,141,102
176,136,100
173,134,98
110,89,72
60,39,41
54,37,38
50,35,38
34,23,30
54,38,43
43,29,36
35,27,35
32,24,36
24,17,32
24,18,33
27,19,30
52,39,43
58,42,47
44,32,35
31,24,30
42,34,38
36,25,29
117,94,85
202,177,149
210,185,155
212,187,157
215,192,161
219,195,166
218,194,164
219,196,166
221,200,171
223,203,175
220,198,171
220,197,168
225,201,173
228,204,176
225,202,174
226,202,174
224,200,173
225,201,177
225,201,177
223,203,178
224,204,179
222,201,176
225,201,177
224,204,180
223,203,179
220,196,172
219,195,168
222,198,174
220,199,174
223,200,176
222,198,171
221,197,169
222,198,171
222,196,169
222,197,169
223,199,171
222,201,171
221,202,172
226,207,177
210,190,166
210,190,166
209,189,165
211,190,171
213,192,173
211,190,171
210,186,163
209,185,161
209,183,157
208,184,154
210,186,160
210,186,156
207,183,154
205,181,153
202,179,150
194,167,133
120,101,83
155,126,103
149,117,94
153,123,96
148,118,90
141,111,86
135,106,83
131,104,82
146,115,94
151,120,99
145,114,93
151,121,97
159,128,99
160,131,101
162,133,101
164,134,102
164,134,100
165,135,101
158,127,96
152,121,92
153,118,91
146,115,88
128,100,79
137,104,79
159,117,87
177,133,97
180,141,104
181,143,107
174,137,100
138,107,83
62,42,44
62,42,42
67,51,51
36,26,32
30,22,30
36,25,35
29,20,27
44,32,36
34,24,31
33,26,34
22,15,23
33,22,29
45,33,37
39,29,32
50,41,43
50,39,42
33,25,28
159,138,118
206,182,148
207,183,149
212,187,156
213,188,158
215,191,161
218,194,165
221,197,169
221,197,169
222,198,170
220,196,168
223,201,172
223,204,176
224,203,177
225,201,173
224,200,172
223,199,171
224,200,173
225,202,177
224,203,178
224,200,172
222,198,170
224,200,172
224,200,176
221,197,173
220,196,168
220,196,172
223,199,175
223,199,174
221,197,173
218,194,167
218,197,171
219,199,172
220,196,166
219,196,165
223,202,175
219,199,171
221,202,173
227,209,181
209,189,165
210,190,166
211,190,170
210,189,170
212,191,168
209,189,165
210,187,163
208,187,163
211,188,164
210,185,161
209,185,158
207,183,155
208,184,156
203,178,149
201,176,146
194,169,139
128,110,89
133,107,89
129,103,84
134,108,85
136,109,84
140,113,87
143,112,89
149,119,93
150,120,97
151,122,95
155,125,96
161,130,99
166,137,103
165,136,102
161,132,97
157,128,95
148,118,89
132,106,80
125,98,78
119,93,72
124,95,72
123,93,72
119,90,71
103,80,67
132,101,76
173,136,99
181,143,106
181,144,107
177,142,104
168,129,96
71,51,47
84,56,52
59,44,44
38,29,35
23,17,26
20,12,25
17,9,22
22,14,27
28,19,32
54,38,42
42,27,29
39,26,31
35,26,29
44,33,34
119,97,84
173,152,134
74,61,58
149,131,112
211,184,151
211,182,147
214,189,155
213,189,155
214,190,158
218,193,163
219,195,165
219,195,165
220,196,167
224,200,172
224,200,172
226,202,174
225,201,173
224,200,172
224,200,172
224,200,172
224,200,172
226,202,174
222,198,170
222,198,170
220,196,168
221,197,169
222,198,170
220,197,169
220,196,168
220,197,169
218,194,166
217,193,165
219,195,167
218,194,166
217,196,170
221,198,171
220,196,168
219,195,167
223,202,173
224,205,175
226,206,179
228,210,184
213,192,173
209,189,165
212,191,172
208,188,165
209,189,165
211,187,164
209,185,162
208,185,161
209,185,161
208,184,160
205,181,155
207,183,155
210,186,158
208,184,156
204,180,152
200,176,150
126,107,91
109,87,73
123,98,78
130,104,81
133,108,85
132,108,87
133,106,88
137,112,90
145,117,96
152,122,95
158,129,97
157,126,95
151,122,89
148,118,89
148,118,89
138,108,82
128,101,76
111,87,69
110,85,69
106,78,64
103,80,64
96,76,61
93,73,62
105,84,70
119,93,77
162,128,96
174,141,102
178,138,102
178,141,104
169,133,99
88,66,59
80,54,49
70,47,45
63,46,45
48,36,44
39,29,38
29,17,25
62,37,42
99,60,59
114,74,65
144,89,75
65,40,41
31,20,28
36,25,29
77,63,54
188,165,141
189,165,139
109,91,77
206,178,145
213,185,150
216,190,158
216,192,160
216,193,161
219,195,165
219,196,165
219,195,166
221,197,169
225,201,173
225,201,173
227,203,175
222,200,173
223,202,176
224,200,172
223,199,171
222,198,170
223,199,171
224,200,172
222,198,171
220,200,174
224,200,172
224,200,176
220,196,168
217,194,163
218,194,165
219,195,167
217,194,164
219,195,167
219,198,173
218,195,168
217,193,165
221,197,169
222,201,175
222,203,175
224,205,175
225,206,176
229,211,183
210,187,163
206,185,163
208,188,165
208,188,164
208,187,167
205,184,164
208,184,163
210,186,162
210,186,161
208,184,159
210,186,162
209,185,157
210,188,163
209,189,165
205,183,160
194,169,139
105,87,72
63,51,45
88,70,56
121,97,75
130,107,84
127,104,86
127,104,85
132,105,83
135,108,87
153,124,97
158,129,97
155,124,94
146,116,88
146,116,90
143,111,86
125,95,73
109,83,66
107,81,65
104,78,62
99,75,60
75,57,46
35,25,23
48,39,35
94,80,65
116,101,78
137,114,82
169,139,100
170,131,95
167,127,91
173,134,98
115,86,69
57,44,42
61,47,46
52,40,41
51,38,41
33,24,31
99,65,60
135,77,68
110,67,60
126,78,66
107,66,57
98,63,56
64,44,46
32,21,25
42,30,31
130,110,93
202,177,147
154,132,108
200,173,140
210,185,149
213,189,154
215,191,157
214,190,156
218,194,162
219,195,164
219,195,166
222,198,170
225,201,173
225,201,173
224,201,172
223,200,169
222,199,168
222,198,168
221,197,169
222,198,170
222,198,170
221,197,169
222,199,171
218,198,169
222,198,170
222,197,167
219,195,167
221,197,169
220,196,168
220,196,168
216,193,164
219,198,172
223,203,178
219,196,169
219,195,167
220,196,168
219,199,170
220,201,171
220,201,171
223,204,174
225,206,176
209,185,159
205,179,152
205,180,152
208,184,160
209,185,162
206,184,162
207,186,166
210,186,165
210,185,163
210,185,162
212,188,164
212,188,164
212,188,164
208,184,160
200,174,143
184,156,124
102,85,69
27,20,20
15,10,11
45,36,28
104,85,68
133,109,88
126,100,82
129,103,81
131,104,83
153,122,100
154,125,93
154,125,93
144,114,88
140,110,83
119,92,69
105,80,64
87,67,53
58,44,36
42,31,27
49,40,35
58,46,41
95,75,66
133,109,92
144,120,99
142,116,95
130,104,80
147,120,89
173,139,101
163,128,91
169,133,95
130,98,78
75,58,55
69,51,49
65,52,53
71,57,54
51,40,42
133,89,77
133,79,68
140,76,66
166,92,76
163,95,77
138,91,75
81,58,52
59,37,40
33,22,24
118,101,87
208,183,153
208,179,146
210,184,150
214,186,153
213,190,157
216,192,160
215,191,157
217,193,161
219,195,165
219,196,166
224,200,172
222,199,169
224,200,170
221,196,166
222,197,168
221,197,168
223,199,171
221,197,169
221,197,169
220,196,168
221,197,169
220,197,168
219,200,170
222,198,170
224,200,171
221,198,170
220,200,175
222,198,171
218,195,164
220,196,168
218,198,172
220,200,175
220,197,170
218,197,167
220,200,173
217,197,170
220,201,175
222,202,176
224,206,180
225,208,181
206,182,158
203,177,150
206,182,157
207,183,159
207,183,159
207,184,158
210,188,168
210,186,164
210,186,162
209,185,161
212,188,164
208,184,158
207,184,156
202,176,146
198,173,143
181,156,127
88,71,60
87,69,61
44,32,31
10,6,8
18,14,14
85,70,55
123,100,80
127,103,83
127,101,81
146,115,93
149,120,87
159,129,96
147,116,88
106,84,65
85,65,51
29,23,18
10,7,7
50,40,37
124,101,87
171,142,120
183,153,124
194,164,132
198,168,134
202,171,139
201,172,140
165,135,109
164,132,102
181,150,110
178,142,103
162,126,91
137,103,83
90,68,60
106,79,70
100,75,66
105,83,71
97,66,58
148,96,78
126,75,67
144,80,69
166,93,75
176,102,80
169,102,81
94,67,55
105,80,69
88,65,58
177,154,128
207,183,150
208,183,149
211,187,153
213,189,155
214,189,155
216,191,157
218,194,161
219,196,164
221,198,168
222,198,170
225,201,173
224,200,171
224,200,170
221,197,168
221,196,166
221,196,166
222,196,167
219,193,165
219,194,165
220,196,168
220,196,168
222,198,170
221,197,169
223,199,171
224,200,172
223,200,171
223,203,178
222,199,171
216,192,164
217,193,165
219,196,167
219,199,170
218,195,167
217,196,170
220,200,175
221,202,177
222,203,178
222,203,175
222,204,175
224,206,177
207,183,159
204,180,155
207,183,159
205,181,153
206,182,157
206,182,158
211,187,164
208,184,161
207,183,159
209,185,159
209,185,157
206,181,152
205,181,151
205,181,152
203,180,152
196,172,146
115,94,79
162,133,106
174,145,115
147,120,99
74,59,51
14,8,10
39,31,25
91,75,59
116,93,75
140,112,91
166,135,102
177,144,107
125,100,76
46,37,30
18,15,12
58,46,39
149,122,99
155,128,101
124,104,83
126,105,84
143,118,95
178,149,117
193,162,130
198,169,137
205,175,145
202,173,139
174,139,111
191,155,114
191,154,112
178,139,100
157,118,91
151,119,98
157,124,102
146,111,93
142,112,88
172,118,84
158,110,81
102,68,57
115,69,60
153,84,71
178,99,77
156,92,73
83,61,53
114,93,82
119,99,83
203,175,140
211,186,152
214,189,158
217,193,162
218,193,162
206,183,151
213,190,158
218,194,162
221,197,166
220,195,165
223,198,169
225,201,173
227,203,175
224,200,172
223,199,170
218,194,164
217,192,161
218,194,164
218,194,165
218,193,163
219,194,165
220,196,168
219,195,167
224,200,172
223,200,171
222,198,169
220,196,166
220,196,169
218,194,166
219,195,167
217,194,163
217,192,162
218,194,166
221,199,173
219,200,175
219,201,175
221,203,178
222,203,176
220,201,170
221,202,171
223,204,172
211,190,167
208,187,163
207,186,162
207,186,162
207,186,162
211,187,164
208,182,156
204,179,152
206,180,154
207,181,154
207,182,154
208,182,154
208,183,154
206,181,150
202,176,143
199,173,142
184,159,128
98,80,64
174,143,111
181,148,118
125,102,80
83,70,57
16,11,11
18,13,11
74,58,48
129,100,80
160,130,98
167,132,99
78,61,47
55,42,35
102,80,66
176,146,115
141,116,93
82,64,52
59,44,37
57,42,35
53,42,34
57,47,39
95,79,63
164,139,111
199,170,141
202,171,139
198,168,137
182,139,107
191,147,107
191,149,108
176,134,103
167,131,102
159,123,98
142,113,96
148,111,85
178,123,89
159,112,81
125,84,68
133,78,66
159,86,71
174,97,75
129,90,70
93,74,64
154,130,110
96,80,69
203,177,148
213,188,157
216,191,161
219,194,164
219,195,166
220,198,168
220,198,168
221,197,169
220,197,166
221,197,166
223,200,169
224,200,171
225,201,173
225,201,173
225,201,173
222,198,170
220,196,166
218,193,163
219,194,164
217,192,163
219,194,166
217,193,163
219,195,167
220,196,168
222,198,170
221,197,169
221,196,168
220,196,168
218,194,166
219,196,166
217,194,163
218,195,164
218,195,166
219,198,172
221,202,178
219,203,177
221,204,178
222,203,176
220,201,171
219,200,169
224,205,178
215,194,176
209,189,165
207,187,163
209,186,162
210,187,163
209,184,162
202,178,154
197,171,147
203,177,151
205,180,151
209,184,160
210,184,159
207,181,152
207,180,150
201,172,135
196,164,127
194,161,125
187,159,129
110,90,72
128,104,82
41,34,30
51,39,33
40,32,27
9,6,6
23,15,14
114,88,72
153,122,97
159,125,93
140,111,90
150,123,97
184,153,119
185,156,122
98,81,66
84,62,52
100,76,65
32,27,23
4,2,2
4,4,3
21,18,15
76,63,55
138,112,90
178,145,116
190,156,120
192,156,120
191,151,113
190,150,108
174,133,101
175,138,108
164,126,102
140,110,91
163,122,91
173,118,84
150,104,77
150,113,85
153,93,74
155,85,71
163,110,84
102,78,63
149,127,105
158,133,111
137,115,94
212,186,155
215,191,163
215,191,163
218,194,165
221,197,169
221,199,174
220,199,174
220,198,169
223,199,171
222,198,170
221,198,168
224,201,171
224,200,172
224,200,173
224,200,175
222,198,169
222,197,169
221,197,168
219,194,165
219,194,165
219,195,167
219,195,166
219,195,167
220,196,169
221,197,171
219,195,167
220,196,168
219,198,172
219,195,167
221,197,168
219,195,166
220,196,167
219,197,168
221,201,176
223,204,180
220,201,174
218,199,172
223,203,178
223,203,176
224,205,175
225,206,177
212,192,169
209,189,165
209,189,168
209,188,164
209,184,162
207,185,162
208,186,163
205,182,156
208,184,159
209,185,160
209,185,162
206,182,155
207,182,152
204,178,148
201,174,137
200,169,131
195,166,129
192,166,132
167,142,113
57,46,39
56,43,37
155,128,105
26,20,17
0,0,0
3,2,2
103,82,67
169,137,106
172,138,100
169,132,97
180,143,107
187,154,118
171,145,117
90,69,56
159,125,101
175,140,112
50,39,34
21,14,14
0,0,0
10,6,8
72,57,49
121,100,83
156,124,102
174,144,111
191,160,124
197,158,120
192,153,113
185,149,115
176,140,110
165,129,105
149,113,95
166,119,89
161,113,83
144,105,75
171,136,103
163,116,91
148,91,73
117,81,63
134,111,95
149,123,102
192,164,136
189,164,137
212,187,157
217,193,163
220,196,167
219,195,167
220,199,170
223,203,174
222,202,174
219,199,169
221,198,169
223,199,172
223,200,172
224,200,172
222,197,169
222,197,169
223,199,172
221,197,168
220,196,168
222,198,170
222,198,169
220,195,167
221,197,169
220,196,168
222,198,170
221,197,169
218,194,168
221,197,169
222,198,170
223,203,178
223,199,171
222,200,173
218,198,170
220,199,173
222,202,176
221,202,176
223,204,179
220,200,174
217,197,172
223,204,179
224,205,179
224,204,176
225,206,178
213,192,171
210,190,166
208,187,168
207,187,164
208,186,163
208,188,164
208,188,164
208,186,163
207,184,159
208,184,159
205,181,157
206,181,155
203,178,149
205,180,150
203,177,147
203,176,144
198,170,137
193,166,133
126,106,89
84,66,57
101,81,66
169,137,111
38,27,24
3,1,1
1,0,0
93,76,59
170,138,103
176,138,99
163,106,77
181,127,93
174,133,98
159,125,96
74,59,46
129,102,80
174,142,111
114,91,75
19,13,15
6,3,6
53,43,37
111,92,73
157,129,104
176,144,115
177,138,109
194,158,124
199,162,121
195,155,116
183,145,110
178,140,110
158,120,94
158,118,94
167,116,88
166,116,87
140,101,77
177,138,107
174,137,104
134,86,71
123,93,75
205,177,144
206,182,151
212,185,156
212,189,158
214,190,159
217,193,164
218,194,166
219,195,167
221,200,173
220,199,170
221,201,171
220,199,171
220,197,168
224,200,172
222,200,173
224,201,176
223,199,172
221,197,170
225,201,175
223,200,172
222,199,173
222,198,171
225,201,175
221,197,169
220,196,168
221,197,170
223,199,173
221,197,169
221,199,173
222,198,170
223,199,174
223,201,176
222,198,170
221,200,174
222,202,178
222,202,177
221,199,174
219,199,174
217,197,172
217,197,172
219,199,174
220,201,176
223,204,179
224,204,177
225,207,179
212,193,173
210,190,167
209,189,168
209,188,167
207,186,163
208,188,164
209,189,165
209,187,164
210,187,164
208,184,161
208,186,161
209,185,159
205,181,151
206,181,150
205,180,149
206,180,150
201,175,143
198,173,139
190,163,132
162,134,107
84,68,56
136,107,85
114,87,72
26,16,16
22,14,14
108,83,65
162,126,92
173,136,95
165,99,73
174,106,78
168,110,79
160,106,77
111,80,65
54,42,38
73,56,45
97,78,63
90,72,60
65,51,46
68,55,53
119,99,87
165,130,101
181,125,94
178,122,91
178,123,90
191,142,102
198,160,122
178,136,103
180,139,110
173,138,110
159,125,99
165,120,90
151,110,85
137,101,77
147,107,83
135,90,72
135,80,67
163,136,110
210,181,149
207,182,150
208,183,154
213,189,159
218,194,165
219,195,167
220,196,168
220,196,168
216,193,166
217,194,166
221,198,170
221,197,169
218,195,165
225,201,172
226,203,175
223,201,176
225,202,178
221,198,174
222,199,174
224,200,174
222,199,172
224,200,174
224,199,174
220,195,166
219,195,167
220,196,168
219,195,168
217,193,166
220,197,170
221,197,172
224,200,174
222,198,171
223,199,171
223,203,175
225,205,180
223,203,178
219,196,168
217,196,170
216,196,171
217,197,172
217,197,172
220,200,173
219,200,173
223,203,177
223,204,178
212,194,176
209,189,166
209,187,162
210,187,166
210,188,164
210,189,167
209,188,164
206,182,159
207,184,158
206,183,158
207,184,158
207,183,155
203,178,147
206,182,149
200,176,143
203,179,146
203,177,146
202,175,144
199,171,137
188,159,129
117,95,79
28,20,17
52,39,30
72,57,47
62,47,40
128,86,67
147,101,76
153,117,81
164,102,75
176,104,79
173,104,77
168,108,79
160,107,79
119,95,80
80,71,73
81,70,71
94,80,76
114,95,81
119,101,86
136,115,93
177,143,112
171,112,84
190,128,95
191,126,93
193,128,95
190,128,95
174,126,96
174,131,103
180,140,111
180,138,105
159,114,86
138,101,80
153,102,78
157,95,76
143,81,67
115,86,72
203,176,143
212,183,151
213,187,159
210,185,155
213,188,158
218,194,164
221,197,168
221,197,169
220,196,170
220,196,170
219,195,168
221,198,169
221,197,169
220,196,167
221,197,169
225,201,173
223,200,173
225,202,175
224,200,174
223,200,173
221,197,170
223,199,171
224,200,172
222,198,171
219,194,165
219,194,165
219,194,165
220,196,168
220,196,168
221,197,169
221,197,170
219,195,167
222,198,170
224,200,172
224,202,175
223,203,178
222,200,176
218,195,168
217,196,171
218,199,174
218,198,174
217,197,172
221,201,176
219,199,175
221,201,175
224,205,178
211,192,175
210,189,168
211,189,164
208,184,160
206,184,159
209,189,164
210,187,163
207,183,159
206,182,157
208,185,161
208,185,159
205,182,151
204,180,149
205,181,150
207,183,152
205,179,145
203,177,144
202,175,143
199,170,136
197,168,134
163,136,110
121,98,83
79,65,54
104,84,65
89,69,54
140,93,71
159,108,81
132,99,71
159,109,78
174,106,80
176,105,78
171,106,78
170,113,82
151,110,80
122,103,90
110,96,88
105,92,88
114,97,86
128,110,92
144,118,89
162,120,86
168,117,85
184,124,90
192,127,93
193,127,94
191,126,92
174,116,89
176,131,104
181,140,110
181,134,101
123,94,76
140,89,75
164,101,78
155,91,73
132,81,65
188,160,130
210,181,151
214,186,157
214,189,159
214,189,157
215,190,160
217,192,162
223,198,169
221,196,167
222,198,172
221,197,171
222,198,170
220,197,166
218,195,166
219,194,167
221,196,168
222,197,170
223,199,172
224,200,174
223,199,172
222,198,170
222,198,170
221,197,169
221,197,170
222,198,172
220,195,169
218,193,163
221,196,168
222,198,170
221,197,169
221,197,167
219,195,166
217,193,164
219,195,167
220,196,168
222,198,171
222,199,174
221,197,171
220,196,170
219,197,172
218,194,167
218,197,171
220,200,175
220,200,174
221,201,175
221,201,174
223,205,177
214,195,178
212,191,172
210,189,169
211,188,166
207,186,162
206,186,162
209,186,162
208,184,160
208,184,160
210,187,163
210,186,162
208,184,158
207,183,156
208,183,155
206,182,152
204,176,142
204,177,145
204,178,145
201,172,139
197,168,136
164,139,110
160,131,104
139,111,89
126,100,74
106,80,64
140,96,74
170,118,89
128,96,70
153,116,82
166,109,79
178,110,83
175,109,83
170,113,83
170,121,85
147,114,86
133,111,89
133,112,91
134,113,92
137,111,90
146,110,88
161,120,90
173,122,88
182,122,88
189,126,93
191,123,91
193,125,93
172,115,88
174,128,101
182,140,110
180,132,99
104,81,68
155,90,74
167,100,80
144,84,71
136,107,88
204,174,142
215,185,155
217,190,160
215,190,160
212,186,153
216,191,161
216,192,161
219,194,164
218,193,163
219,195,167
222,198,170
219,195,167
220,196,169
220,196,168
218,193,165
220,194,167
220,195,169
221,197,172
221,197,172
222,197,171
220,196,168
220,196,168
222,198,170
222,198,171
224,200,175
221,196,170
216,191,160
218,192,159
220,196,167
223,199,171
220,196,167
219,195,165
218,193,164
220,196,168
218,194,165
221,197,169
220,196,167
219,194,167
222,198,173
220,196,172
218,193,167
218,195,168
221,201,176
220,199,173
220,198,169
218,198,167
221,202,171
213,194,177
213,192,172
211,190,172
210,190,168
208,188,166
208,186,163
208,184,161
209,186,162
209,186,162
210,186,163
209,185,159
206,182,154
206,182,153
205,181,152
206,181,150
203,176,143
205,179,149
206,179,150
202,173,141
204,176,144
189,163,134
111,91,71
157,126,97
107,85,65
123,93,74
152,102,76
178,124,95
136,103,74
136,106,77
176,128,94
187,132,94
182,117,84
178,113,84
180,120,87
178,127,91
170,126,95
145,114,88
148,114,87
152,114,84
153,115,86
157,117,86
174,127,95
183,128,96
187,132,98
190,124,92
179,114,87
171,122,98
175,131,103
181,136,108
175,129,99
84,59,51
132,79,67
130,79,65
89,62,51
180,151,123
211,181,151
216,187,155
218,189,157
215,188,157
213,186,155
216,191,161
219,194,169
221,196,167
219,193,164
220,195,167
223,199,172
219,195,167
218,194,166
218,194,166
219,194,166
219,194,167
220,196,169
221,197,171
221,197,170
220,195,167
221,195,168
218,194,165
220,195,167
220,195,167
220,195,165
219,194,165
216,191,160
219,192,161
218,193,163
221,197,169
223,199,170
221,197,166
219,195,167
219,195,167
218,194,169
220,196,168
218,194,166
219,194,166
220,196,170
220,196,171
221,198,172
220,197,171
221,199,174
220,198,172
221,199,171
219,199,169
223,204,174
212,193,175
210,191,171
212,191,171
212,191,170
211,190,169
210,188,165
210,187,164
211,190,166
210,188,165
209,186,161
207,183,156
207,182,154
206,182,153
207,183,155
204,180,147
206,182,150
206,181,150
204,177,144
201,172,138
202,174,142
199,172,140
139,115,94
123,96,73
141,100,74
136,98,76
156,105,79
170,120,91
129,102,76
136,104,77
159,111,82
184,127,91
187,129,92
186,121,87
185,119,86
187,125,90
186,130,92
176,123,91
164,114,87
165,104,76
166,103,76
165,115,83
171,122,90
177,128,95
184,144,109
172,135,117
170,119,101
173,129,105
177,134,107
180,139,111
172,128,100
133,93,79
158,94,77
121,76,65
97,77,65
191,162,132
209,179,149
212,183,151
217,188,156
215,186,155
213,188,158
217,192,162
218,195,164
219,194,166
221,195,167
222,198,169
220,196,171
218,194,167
220,196,168
218,194,166
217,193,164
219,195,167
219,194,167
219,194,166
220,194,167
217,191,164
216,191,162
214,189,160
217,192,163
216,190,161
216,190,159
215,190,160
216,191,161
216,191,161
217,192,162
219,195,166
219,195,166
219,194,164
217,193,161
217,193,165
219,195,170
221,197,169
218,194,166
219,195,167
220,196,169
218,194,168
219,197,173
217,197,173
220,198,174
222,201,176
222,201,174
224,204,175
225,206,177
212,194,175
210,192,172
211,191,169
210,189,167
211,191,169
210,189,167
211,191,169
210,190,168
211,189,166
208,184,159
207,182,156
209,184,158
205,182,153
206,181,154
206,182,151
206,181,150
204,180,147
202,175,139
202,173,139
200,172,138
200,172,139
194,164,128
118,90,72
139,94,69
131,90,68
163,108,81
144,107,80
127,98,72
133,99,73
138,98,75
164,106,80
185,119,86
185,121,87
187,122,87
187,120,87
190,127,90
182,121,86
173,108,81
169,96,72
170,96,72
172,117,83
179,131,95
178,131,98
176,137,110
174,137,118
171,132,119
171,125,105
174,132,105
178,139,110
172,131,103
137,105,86
157,106,81
162,119,92
101,82,71
182,153,124
208,179,147
216,187,155
214,186,154
217,187,157
220,194,166
219,194,164
218,195,164
221,197,166
220,195,164
220,197,165
215,192,161
220,196,167
221,197,169
219,195,167
218,194,165
218,192,164
218,192,165
216,191,164
216,191,164
215,189,161
213,188,159
213,188,158
213,189,158
214,189,157
214,188,157
214,189,159
213,188,158
215,189,158
215,190,160
216,192,163
217,192,162
216,191,161
215,190,160
217,193,164
218,194,166
218,194,166
215,191,163
218,194,165
220,196,170
220,196,171
218,196,171
219,197,173
219,199,173
218,197,169
216,197,169
220,200,174
225,205,176
211,193,175
212,194,173
212,192,171
210,189,169
210,189,169
210,189,169
210,189,169
211,190,170
208,188,165
209,188,163
209,186,162
208,185,160
205,182,154
208,185,161
207,185,158
206,183,156
205,182,151
206,179,145
198,168,131
197,167,128
196,166,128
195,164,127
132,107,85
101,73,55
139,91,67
158,106,77
133,90,68
126,91,68
134,98,72
127,93,70
129,91,69
177,106,78
178,109,78
181,116,82
183,116,84
188,123,89
179,112,82
172,104,79
170,100,75
171,98,74
181,122,87
179,129,92
173,132,107
164,137,128
174,133,109
168,131,116
178,137,116
174,133,108
177,141,112
167,126,99
135,108,88
162,131,96
166,133,101
101,81,67
175,151,122
207,179,147
212,184,152
214,186,153
216,187,154
214,190,157
217,191,160
216,192,162
220,197,165
217,192,159
216,191,156
216,192,160
220,196,166
221,197,169
219,195,167
219,194,166
217,192,165
216,191,163
216,191,163
217,192,163
217,192,162
215,190,160
212,187,157
213,188,156
217,191,158
213,187,156
212,187,156
213,187,156
213,184,153
213,188,158
215,191,161
217,192,162
217,192,162
214,190,160
218,194,163
217,194,164
218,194,166
216,192,164
216,193,163
219,195,168
218,195,170
220,197,173
217,194,170
215,195,167
214,193,165
218,197,168
216,195,166
220,200,170
212,194,174
213,194,176
213,193,170
211,190,171
209,189,167
208,188,166
208,188,167
210,190,168
212,191,169
209,189,165
209,189,165
209,187,163
208,186,161
212,192,169
210,190,165
212,191,167
206,185,154
206,182,151
205,179,147
199,169,132
197,169,134
197,169,131
136,113,87
106,73,57
127,86,65
135,93,68
130,91,68
125,91,69
88,66,49
112,85,64
104,77,60
167,103,75
182,110,80
181,113,81
186,115,84
184,117,84
180,114,85
175,108,81
169,102,75
170,103,76
187,128,91
182,135,98
171,138,124
174,139,122
174,134,114
174,135,120
179,141,121
181,144,120
182,146,120
166,126,99
140,115,96
167,140,103
174,146,107
113,92,74
186,164,134
204,179,149
212,185,153
212,185,150
215,187,151
